has_MTS,n,avg_missing_n,median_missing_n,avg_missing_pct,missing_target,missing_tumor_stage,missing_cellularity,missing_chemo,missing_pr
FALSE,1985,0.7098236775818639,0,0.02028067650233897,5.037783375314861e-4,0.2594458438287154,0.03425692695214106,0.0025188916876574307,0.0025188916876574307
TRUE,524,18.16793893129771,17.5,0.5190839694656488,0.03816793893129771,0.3931297709923664,1,1,1
